review_id,review_title,review_comment,review_star_rating,review_link,review_author_id,review_author,review_author_url,review_author_avatar,review_images,review_video,review_date,is_verified_purchase,helpful_vote_statement,reviewed_product_asin,is_vine
R1MBOK90X1IL56,AMAZEBALLS just wish it had a sim card,Good no scratches which was suprising cuz a lot of these reviews said it did ?but it didn’t and the battery charges all the way to 100% I just wish it had a SIM card with it but it doesn’t which isn’t bad I’ll just buy one I’m just glad I didn’t get scammed,4,https://www.amazon.com/gp/customer-reviews/R1MBOK90X1IL56,AFJI7UWD6OPGN3J4O2I3QNKRIWRA,Ray ,https://www.amazon.com/gp/profile/amzn1.account.AFJI7UWD6OPGN3J4O2I3QNKRIWRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",['https://m.media-amazon.com/images/I/71NXiw6GYnL.jpg'],,"Reviewed in the United States on July 29, 2025",True,,B07ZPKN6YR,False
R8JWNTHXHLAEO,"Don’t stress, it’s actually worth it. Not stolen either😂😂","I SERIOUSLY could not be happier. I was skeptical buying a refurbished phone off of Amazon, but dude… I’m SO glad I did. It’s my teenager’s first smart phone and I was terrified to spend 800+ dollars on a 13 year old boy’s first phone😂🫣 like most items, there’s good and bad reviews. But the phone came PERFECT, you can not tell it was refurbished, he still doesn’t know. I’m very very happy with my purchase, and even my husband and I will be buying our phones this way from now on.",5,https://www.amazon.com/gp/customer-reviews/R8JWNTHXHLAEO,AGNJT4UKNX5Z234D4FLY62O2NVYQ,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGNJT4UKNX5Z234D4FLY62O2NVYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",['https://m.media-amazon.com/images/I/51AtG2iSGJL.jpg'],,"Reviewed in the United States on July 21, 2025",True,One person found this helpful,B07ZPKN6YR,False
R22O7QVEX7NLHY,Ojo con la batería,Compré el iPhone 11 de256 gb puedo decir que es muy buen celular pero elegí la categoría excelente y según Amazon renewed debería venir la batería arriba del 80% y en mi caso a venido con el 73% asi que aveces por ahorrar pues deberé gastar mas en reemplazar la batería para tener un buen rendimiento y de la parte física todo perfecto nomas un rasguño pero nada importante,4,https://www.amazon.com/gp/customer-reviews/R22O7QVEX7NLHY,AHDTIOMZZGT6GIX6BNCARUSTMMSQ,Nataly Rivera,https://www.amazon.com/gp/profile/amzn1.account.AHDTIOMZZGT6GIX6BNCARUSTMMSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 11, 2025",True,,B07ZPL6Y2D,False
RK768BU3IYLYD,Apple iPhone 11 Review: A Reliable Backup That Feels Like New,"Update:  I'm back with an update on our journey with the iPhone 11, and let me tell you, it's been quite the rollercoaster. Initially, I bought one for my daughter from a different seller, and it was, to put it mildly, a bit of a disaster. We had issues left and right – Face ID not working, the phone overheating – you name it. So, we returned it, feeling a bit skeptical about the whole refurbished scene.

But here's where the plot twists: we decided to give it another go, this time purchasing from the Amazon resellers store, specifically from a shop called Hybrid IT. And oh boy, what a difference! The iPhone we received this time around was nothing short of impeccable. It arrived with all the essentials – a charger, a charging cable, and even a SIM card tool, all neatly packed. The phone itself? It could've fooled me for brand new.

This experience really hammered home the lesson that when it comes to refurbished goods, the ""who"" is just as crucial as the ""what."" The quality and condition of the product can vary wildly depending on the seller. Hybrid IT sent out an excellent product that exceeded our expectations in every way.

For those of you wary about diving into the world of refurbished electronics, let this be a testament. With the right seller, you can get your hands on a device that feels brand new, without the hefty price tag. We're over the moon with our iPhone 11, and I'll be sure to keep you all posted if anything changes. But for now, it seems like we've struck gold.

--------------------

I recently found myself in need of a quick replacement after my daughter accidentally broke her phone. The Apple iPhone 11, 64GB in black, seemed like a promising choice, primarily because we needed something that could be set up swiftly and would perform seamlessly as a backup.

Out of the box, the iPhone 11 felt like a brand-new device despite being a model released a few years back. The sleek black finish and the familiar design immediately caught my eye, reassuring me that this choice would not disappoint.

Setting up the iPhone 11 was mostly straightforward, especially with the unlocked version making it easy to switch from the old device. The transfer of data and settings from the previous iPhone was seamless, thanks to Apple's ecosystem. However, we hit a slight snag with the Face ID setup - it took a bit longer than expected to get it working properly. Despite this hiccup, once configured, Face ID has been working flawlessly.

The iPhone 11's performance has been impressive. The touch screen is responsive, making navigation and typing a breeze. Wi-Fi connectivity is fast, ensuring that browsing and app downloads are efficient. Although it's not the latest model, it handles everyday tasks with ease, from streaming video content to gaming, without any noticeable lag.

The main issue we encountered was the initial difficulty in setting up Face ID. It required a few attempts to configure, which was a minor inconvenience in an otherwise smooth setup process. After overcoming this challenge, the phone has been working perfectly.

Overall, this refurbished Apple iPhone 11 has proven to be a reliable and efficient backup phone. Its ease of setup, fast Wi-Fi, and responsive touch screen make it feel like a new device. The hiccup with Face ID setup was a small obstacle that, once overcome, didn't detract from the overall positive experience. I would recommend the iPhone 11 to anyone in need of a quick replacement or a dependable backup device",5,https://www.amazon.com/gp/customer-reviews/RK768BU3IYLYD,AG63VV75B2JXABUVNFAAN4W7Q3DQ,Ms D,https://www.amazon.com/gp/profile/amzn1.account.AG63VV75B2JXABUVNFAAN4W7Q3DQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/31610bf7-4102-4e06-88cf-4019c6b68068._CR0,0,500,500_SX48_.jpg",[],,"Reviewed in the United States on February 20, 2024",True,145 people found this helpful,B07ZPKN6YR,False
R20K0JUFL34GIZ,Undecided,"I was very disappointed with packaging , charger and cord was the older USB  model. Ordered an additional cord and charger .Overall the phone is perfect.",4,https://www.amazon.com/gp/customer-reviews/R20K0JUFL34GIZ,AG3UKZZFKIESH3CYZBPZ4YX6KHIA,Angela ,https://www.amazon.com/gp/profile/amzn1.account.AG3UKZZFKIESH3CYZBPZ4YX6KHIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 22, 2025",True,One person found this helpful,B07ZPKN6YR,False
R9XZ6CRKRQY36,Great,"It was an absolutely great phone im 16 and needed one great price only thing I would say is get an otterbox case for it, phone was easy to set
Up I use boost mobile, lile i said get the otterbox all iPhones arnt very strong but the case will save you",5,https://www.amazon.com/gp/customer-reviews/R9XZ6CRKRQY36,AHAF7JTR7VZBZLV5RHBKATDIB7AQ,Calvin Henry,https://www.amazon.com/gp/profile/amzn1.account.AHAF7JTR7VZBZLV5RHBKATDIB7AQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 25, 2025",True,,B07ZPKN6YR,False
RTWH7X0BKTC8S,Buena relación costo beneficio,"Costo beneficio bueno, la batería si tuve que cambiarla no bini la original, de todo lo demás excelente",4,https://www.amazon.com/gp/customer-reviews/RTWH7X0BKTC8S,AHENLQ6DKNSAGG753QQ5SN7KDMCA,Cinthia Pulla,https://www.amazon.com/gp/profile/amzn1.account.AHENLQ6DKNSAGG753QQ5SN7KDMCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 16, 2025",True,,B07ZPJJPDN,False
R14N08O4YRDDOG,Great product,Just got this phone. I am using to write this review so I would have to say it works pretty well. I am very impressed that it shipped to me with no damage so for that I will have to give it a 10/10 I think it’s pretty cool can’t take a picture cause how do you take a picture of your phone with your phone,5,https://www.amazon.com/gp/customer-reviews/R14N08O4YRDDOG,AEX3VEANR6V3JSLMVDNDV36GKCBA,Livianne,https://www.amazon.com/gp/profile/amzn1.account.AEX3VEANR6V3JSLMVDNDV36GKCBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 14, 2025",True,4 people found this helpful,B07ZPKN6YR,False
R1TQVS0BUSRN22,Nice iPhone,Works ok,4,https://www.amazon.com/gp/customer-reviews/R1TQVS0BUSRN22,AECF3CIOXK4IVF5AC57WUSWBOK3Q,KeepingItReal1960,https://www.amazon.com/gp/profile/amzn1.account.AECF3CIOXK4IVF5AC57WUSWBOK3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 19, 2025",True,,B07ZPKN6YR,False
R7LKPTHGWHGO5,nice,great purchase,4,https://www.amazon.com/gp/customer-reviews/R7LKPTHGWHGO5,AGREH7DQERIRLT4K6PL2HKLWOXUQ,shani,https://www.amazon.com/gp/profile/amzn1.account.AGREH7DQERIRLT4K6PL2HKLWOXUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 17, 2025",True,,B084HM9YWW,False
R1467NUB26FBX8,The phone in good and work amazing too,And I love the color yellow too it so beautiful for all 4 seasons too.,5,https://www.amazon.com/gp/customer-reviews/R1467NUB26FBX8,AEK5QVY6UKKF75AYJ6B44ANTOGPA,Brandii Keith,https://www.amazon.com/gp/profile/amzn1.account.AEK5QVY6UKKF75AYJ6B44ANTOGPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 2, 2025",True,,B07ZPKYXLZ,False
RLLX7SNH9PKZT,Love my phone,I love my phone fully unlocked  and in good shape,5,https://www.amazon.com/gp/customer-reviews/RLLX7SNH9PKZT,AEW6EVZKYKBVSOZSM2JFRHKRIXEA,KEYSTYLES,https://www.amazon.com/gp/profile/amzn1.account.AEW6EVZKYKBVSOZSM2JFRHKRIXEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 4, 2025",True,,B07ZPKF8RG,False
RSVGACWFTNLHY,"Nice phone, decent price","I needed a new unlocked iPhone for my wife, since her 6 plus cannot run on any recent IOS iterations and is getting dropped by our mobile carrier.  Sooo, a used 11 seemed a logical choice, since her needs are minimal.  I have one as well and love it (no plans to upgrade).

After hunting around for about a week, I finally committed.  The phone arrived early and properly packaged.  There were some scratches on the edges, but only one of note.  It even had a (perfect) screen protector.  It was unlocked, easy to set up, and seems to run flawlessly.  The battery reserve so far is okay, although iPhone Settings claim it is an aftermarket replacement, and cannot tell me anything about battery health.  Battery issues ae commonly reported with used phones, but mine seems fine.

A couple of minor issues.  While the edge scratches were not functional, they were borderline for condition rated as ""excellent.""  Also, when ordering, play the extra $5 for FedEx or UPS delivery.  Ours came USPS and arrived unexpected early.  It was left on the top of our mailbox, but I was able to get it before heading off for a short trip.

To sum up, this was a good phone at a decent price (about$225 with 128 GB memory).  When my phone needs replacement, I would go with this seller again, but would not buy anything rated less than ""excellent condition"".",4,https://www.amazon.com/gp/customer-reviews/RSVGACWFTNLHY,AH244HRSCOODMNS6APR2DVHOXHAQ,RickS,https://www.amazon.com/gp/profile/amzn1.account.AH244HRSCOODMNS6APR2DVHOXHAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","['https://m.media-amazon.com/images/I/61oNrKSM1PL.jpg', 'https://m.media-amazon.com/images/I/71Wt4dyJbOL.jpg']",,"Reviewed in the United States on January 22, 2025",True,12 people found this helpful,B07ZPK3KWH,False
R1LAM8B8C7RJZW,Easy setup and Go,"Upgraded my kiddo's phone from X to 11 in her favorite color, activated service, and she's Happy!!!",5,https://www.amazon.com/gp/customer-reviews/R1LAM8B8C7RJZW,AEG6SQ62MQX2AS2JQLAAZLLSBVVQ,Jay Rizzo,https://www.amazon.com/gp/profile/amzn1.account.AEG6SQ62MQX2AS2JQLAAZLLSBVVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on July 30, 2025",True,,B07ZPJWGKZ,False
RTZIYJQP6X3C2,Battery Quite Working Right Away,"Battery stopped working only a month or two after receiving. It was hot to the touch and swelling. We got it replaced locally so my kid would have a phone. Contacted the seller to see if we could get some type of reimbursement, and they said they would only take a return to send a replacement. So not happy the battery had to be replaced so soon. Be cautious of malfunctions and be aware of their exchange only policy. My son has had the phone for a while now and after we got it fixed locally it has been working well.",3,https://www.amazon.com/gp/customer-reviews/RTZIYJQP6X3C2,AGZ3ZLUL2SGEKKUMX3MYW5LYOKHA,Abi,https://www.amazon.com/gp/profile/amzn1.account.AGZ3ZLUL2SGEKKUMX3MYW5LYOKHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 6, 2025",True,,B07ZPKN6YR,False
R3A1W4F8T6H9EN,😁,"5⭐️⭐️⭐️⭐️⭐️
Arrived earlier than expected
No cracks or scratches
Battery was ☠️
Great price for the device
Waiting to see if it’s comparable with T-Mobile

Bad purchase 😔 Ending up having to pay the USPS to return the device after being told at T-Mobile that the device was reported lost by a customer. Wasted time and money, currently waiting on a refund from the seller.

Will come back to hive an update 😊",5,https://www.amazon.com/gp/customer-reviews/R3A1W4F8T6H9EN,AFNGAYBXBHA4SW56AIGPDVBWKFLA,A,https://www.amazon.com/gp/profile/amzn1.account.AFNGAYBXBHA4SW56AIGPDVBWKFLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on June 25, 2025",True,One person found this helpful,B084HMGYNF,False
